ID,visit_datetime,reserve_datetime,reserve_visitors
"restaurant_ 712","2017-03-03 17:00:00","2017-03-02 15:00:00",3
"restaurant_ 416","2017-03-03 17:00:00","2017-03-01 23:00:00",5
"restaurant_ 416","2017-03-03 17:00:00","2017-03-02 00:00:00",3
"restaurant_ 416","2017-03-03 17:00:00","2017-02-27 00:00:00",4
"restaurant_ 416","2017-03-03 17:00:00","2017-02-27 00:00:00",5
"restaurant_ 416","2017-03-03 17:00:00","2017-03-02 12:00:00",3
"restaurant_ 416","2017-03-03 17:00:00","2017-03-03 16:00:00",2
"restaurant_ 561","2017-03-03 17:00:00","2017-03-02 02:00:00",2
"restaurant_ 741","2017-03-03 17:00:00","2017-02-26 18:00:00",2
"restaurant_ 494","2017-03-03 17:00:00","2017-02-17 13:00:00",17
"restaurant_ 494","2017-03-03 17:00:00","2017-03-01 19:00:00",5
"restaurant_ 488","2017-03-03 17:00:00","2017-03-01 00:00:00",2
"restaurant_ 732","2017-03-03 17:00:00","2017-03-03 17:00:00",4
"restaurant_ 124","2017-03-03 17:00:00","2017-03-03 17:00:00",2
"restaurant_ 40","2017-03-03 17:00:00","2017-02-28 16:00:00",4
"restaurant_ 327","2017-03-03 17:00:00","2017-03-02 19:00:00",2
"restaurant_ 510","2017-03-03 17:00:00","2017-02-26 22:00:00",4
"restaurant_ 225","2017-03-03 17:00:00","2017-03-03 16:00:00",3
"restaurant_ 225","2017-03-03 17:00:00","2017-03-02 17:00:00",3
"restaurant_ 225","2017-03-03 17:00:00","2017-03-01 12:00:00",3
"restaurant_ 165","2017-03-03 17:00:00","2017-02-22 19:00:00",2
"restaurant_ 500","2017-03-03 17:00:00","2017-03-03 16:00:00",2
"restaurant_ 467","2017-03-03 17:00:00","2017-02-24 18:00:00",2
"restaurant_ 467","2017-03-03 17:00:00","2017-02-26 15:00:00",12
"restaurant_ 467","2017-03-03 17:00:00","2017-03-01 17:00:00",6
"restaurant_ 41","2017-03-03 17:00:00","2017-03-03 17:00:00",2
"restaurant_ 136","2017-03-03 17:00:00","2017-02-23 16:00:00",8
"restaurant_ 136","2017-03-03 17:00:00","2017-02-20 20:00:00",4
"restaurant_ 539","2017-03-03 18:00:00","2017-02-07 22:00:00",2
"restaurant_ 816","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 816","2017-03-03 18:00:00","2017-02-22 13:00:00",9
"restaurant_ 816","2017-03-03 18:00:00","2017-02-22 19:00:00",3
"restaurant_ 816","2017-03-03 18:00:00","2017-02-27 10:00:00",2
"restaurant_ 816","2017-03-03 18:00:00","2017-03-02 22:00:00",2
"restaurant_ 816","2017-03-03 18:00:00","2017-03-03 18:00:00",2
"restaurant_ 816","2017-03-03 18:00:00","2017-03-02 22:00:00",2
"restaurant_ 816","2017-03-03 18:00:00","2017-02-28 14:00:00",2
"restaurant_ 1","2017-03-03 18:00:00","2017-03-01 13:00:00",2
"restaurant_ 437","2017-03-03 18:00:00","2017-03-01 22:00:00",2
"restaurant_ 464","2017-03-03 18:00:00","2017-02-18 18:00:00",12
"restaurant_ 464","2017-03-03 18:00:00","2017-03-03 18:00:00",23
"restaurant_ 619","2017-03-03 18:00:00","2017-03-02 20:00:00",3
"restaurant_ 733","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 733","2017-03-03 18:00:00","2017-02-27 22:00:00",2
"restaurant_ 733","2017-03-03 18:00:00","2017-02-27 22:00:00",4
"restaurant_ 597","2017-03-03 18:00:00","2017-03-02 19:00:00",5
"restaurant_ 17","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 17","2017-03-03 18:00:00","2017-03-01 18:00:00",3
"restaurant_ 222","2017-03-03 18:00:00","2017-03-02 17:00:00",4
"restaurant_ 222","2017-03-03 18:00:00","2017-03-02 14:00:00",2
"restaurant_ 222","2017-03-03 18:00:00","2017-03-03 17:00:00",5
"restaurant_ 10","2017-03-03 18:00:00","2017-03-02 23:00:00",5
"restaurant_ 69","2017-03-03 18:00:00","2017-03-02 22:00:00",4
"restaurant_ 497","2017-03-03 18:00:00","2017-02-08 16:00:00",6
"restaurant_ 229","2017-03-03 18:00:00","2017-03-02 19:00:00",2
"restaurant_ 229","2017-03-03 18:00:00","2017-03-03 14:00:00",4
"restaurant_ 229","2017-03-03 18:00:00","2017-03-02 22:00:00",2
"restaurant_ 229","2017-03-03 18:00:00","2017-03-02 22:00:00",2
"restaurant_ 166","2017-03-03 18:00:00","2017-03-03 09:00:00",6
"restaurant_ 166","2017-03-03 18:00:00","2017-03-03 10:00:00",3
"restaurant_ 560","2017-03-03 18:00:00","2017-03-01 22:00:00",6
"restaurant_ 31","2017-03-03 18:00:00","2017-03-03 16:00:00",2
"restaurant_ 31","2017-03-03 18:00:00","2017-03-03 16:00:00",4
"restaurant_ 205","2017-03-03 18:00:00","2017-03-03 17:00:00",3
"restaurant_ 205","2017-03-03 18:00:00","2017-03-03 02:00:00",2
"restaurant_ 216","2017-03-03 18:00:00","2017-03-02 17:00:00",11
"restaurant_ 198","2017-03-03 18:00:00","2017-03-03 17:00:00",4
"restaurant_ 93","2017-03-03 18:00:00","2017-02-28 18:00:00",2
"restaurant_ 522","2017-03-03 18:00:00","2017-02-14 10:00:00",7
"restaurant_ 586","2017-03-03 18:00:00","2017-03-01 19:00:00",4
"restaurant_ 586","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 586","2017-03-03 18:00:00","2017-02-25 20:00:00",8
"restaurant_ 586","2017-03-03 18:00:00","2017-02-25 22:00:00",18
"restaurant_ 623","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 92","2017-03-03 18:00:00","2017-03-02 16:00:00",2
"restaurant_ 92","2017-03-03 18:00:00","2017-03-01 16:00:00",2
"restaurant_ 92","2017-03-03 18:00:00","2017-03-03 11:00:00",2
"restaurant_ 92","2017-03-03 18:00:00","2017-03-02 01:00:00",3
"restaurant_ 158","2017-03-03 18:00:00","2017-03-02 23:00:00",4
"restaurant_ 253","2017-03-03 18:00:00","2017-03-02 21:00:00",2
"restaurant_ 455","2017-03-03 18:00:00","2017-03-03 12:00:00",3
"restaurant_ 455","2017-03-03 18:00:00","2017-03-03 18:00:00",5
"restaurant_ 530","2017-03-03 18:00:00","2017-03-02 17:00:00",7
"restaurant_ 530","2017-03-03 18:00:00","2017-01-30 18:00:00",3
"restaurant_ 530","2017-03-03 18:00:00","2017-03-03 17:00:00",4
"restaurant_ 530","2017-03-03 18:00:00","2017-02-02 17:00:00",6
"restaurant_ 429","2017-03-03 18:00:00","2017-03-01 18:00:00",2
"restaurant_ 561","2017-03-03 18:00:00","2017-02-23 18:00:00",2
"restaurant_ 561","2017-03-03 18:00:00","2017-02-17 17:00:00",4
"restaurant_ 405","2017-03-03 18:00:00","2017-02-20 00:00:00",6
"restaurant_ 625","2017-03-03 18:00:00","2017-02-13 21:00:00",4
"restaurant_ 625","2017-03-03 18:00:00","2017-02-28 20:00:00",5
"restaurant_ 67","2017-03-03 18:00:00","2017-03-03 12:00:00",4
"restaurant_ 67","2017-03-03 18:00:00","2017-03-02 15:00:00",6
"restaurant_ 595","2017-03-03 18:00:00","2017-02-27 18:00:00",2
"restaurant_ 595","2017-03-03 18:00:00","2017-02-18 21:00:00",3
"restaurant_ 595","2017-03-03 18:00:00","2017-03-02 22:00:00",2
"restaurant_ 442","2017-03-03 18:00:00","2017-02-24 18:00:00",3
"restaurant_ 614","2017-03-03 18:00:00","2017-03-03 15:00:00",2
"restaurant_ 614","2017-03-03 18:00:00","2017-03-03 16:00:00",2
"restaurant_ 287","2017-03-03 18:00:00","2017-02-28 19:00:00",3
"restaurant_ 189","2017-03-03 18:00:00","2017-03-03 17:00:00",9
"restaurant_ 732","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 223","2017-03-03 18:00:00","2017-03-03 18:00:00",2
"restaurant_ 223","2017-03-03 18:00:00","2017-03-02 20:00:00",2
"restaurant_ 223","2017-03-03 18:00:00","2017-02-28 18:00:00",5
"restaurant_ 737","2017-03-03 18:00:00","2017-03-02 18:00:00",4
"restaurant_ 737","2017-03-03 18:00:00","2017-02-28 18:00:00",4
"restaurant_ 47","2017-03-03 18:00:00","2017-03-01 13:00:00",4
"restaurant_ 582","2017-03-03 18:00:00","2017-03-03 17:00:00",4
"restaurant_ 582","2017-03-03 18:00:00","2017-02-26 17:00:00",5
"restaurant_ 483","2017-03-03 18:00:00","2017-03-02 20:00:00",4
"restaurant_ 725","2017-03-03 18:00:00","2017-03-01 21:00:00",2
"restaurant_ 725","2017-03-03 18:00:00","2017-02-22 11:00:00",5
"restaurant_ 725","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 725","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 725","2017-03-03 18:00:00","2017-03-02 18:00:00",2
"restaurant_ 725","2017-03-03 18:00:00","2017-02-28 16:00:00",3
"restaurant_ 460","2017-03-03 18:00:00","2017-03-02 23:00:00",2
"restaurant_ 584","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 584","2017-03-03 18:00:00","2017-02-27 18:00:00",2
"restaurant_ 563","2017-03-03 18:00:00","2017-02-18 16:00:00",14
"restaurant_ 563","2017-03-03 18:00:00","2017-03-03 13:00:00",2
"restaurant_ 65","2017-03-03 18:00:00","2017-03-02 19:00:00",2
"restaurant_ 46","2017-03-03 18:00:00","2017-02-22 22:00:00",4
"restaurant_ 524","2017-03-03 18:00:00","2017-03-03 18:00:00",2
"restaurant_ 524","2017-03-03 18:00:00","2017-03-02 23:00:00",2
"restaurant_ 173","2017-03-03 18:00:00","2017-02-22 17:00:00",9
"restaurant_ 173","2017-03-03 18:00:00","2017-02-27 14:00:00",2
"restaurant_ 327","2017-03-03 18:00:00","2017-02-26 19:00:00",2
"restaurant_ 327","2017-03-03 18:00:00","2017-02-18 18:00:00",2
"restaurant_ 327","2017-03-03 18:00:00","2017-03-02 15:00:00",2
"restaurant_ 327","2017-03-03 18:00:00","2017-03-02 21:00:00",2
"restaurant_ 549","2017-03-03 18:00:00","2017-02-21 14:00:00",5
"restaurant_ 549","2017-03-03 18:00:00","2017-03-03 11:00:00",3
"restaurant_ 769","2017-03-03 18:00:00","2017-02-09 20:00:00",26
"restaurant_ 769","2017-03-03 18:00:00","2017-02-27 18:00:00",5
"restaurant_ 769","2017-03-03 18:00:00","2017-02-28 12:00:00",11
"restaurant_ 769","2017-03-03 18:00:00","2017-02-09 20:00:00",5
"restaurant_ 769","2017-03-03 18:00:00","2017-02-27 18:00:00",2
"restaurant_ 428","2017-03-03 18:00:00","2017-03-03 18:00:00",3
"restaurant_ 428","2017-03-03 18:00:00","2017-03-02 13:00:00",2
"restaurant_ 510","2017-03-03 18:00:00","2017-03-03 13:00:00",5
"restaurant_ 101","2017-03-03 18:00:00","2017-03-03 16:00:00",2
"restaurant_ 53","2017-03-03 18:00:00","2017-03-03 09:00:00",2
"restaurant_ 53","2017-03-03 18:00:00","2017-02-24 23:00:00",2
"restaurant_ 53","2017-03-03 18:00:00","2017-03-01 20:00:00",2
"restaurant_ 616","2017-03-03 18:00:00","2017-02-28 18:00:00",6
"restaurant_ 616","2017-03-03 18:00:00","2017-02-22 23:00:00",7
"restaurant_ 87","2017-03-03 18:00:00","2017-03-01 19:00:00",3
"restaurant_ 87","2017-03-03 18:00:00","2017-03-02 17:00:00",4
"restaurant_ 87","2017-03-03 18:00:00","2017-03-02 17:00:00",4
"restaurant_ 714","2017-03-03 18:00:00","2017-02-24 13:00:00",3
"restaurant_ 499","2017-03-03 18:00:00","2017-02-01 20:00:00",13
"restaurant_ 51","2017-03-03 18:00:00","2017-03-02 21:00:00",2
"restaurant_ 225","2017-03-03 18:00:00","2017-02-23 22:00:00",3
"restaurant_ 225","2017-03-03 18:00:00","2017-03-02 16:00:00",2
"restaurant_ 225","2017-03-03 18:00:00","2017-02-23 17:00:00",5
"restaurant_ 225","2017-03-03 18:00:00","2017-02-19 17:00:00",2
"restaurant_ 225","2017-03-03 18:00:00","2017-03-01 10:00:00",8
"restaurant_ 225","2017-03-03 18:00:00","2017-02-21 23:00:00",8
"restaurant_ 71","2017-03-03 18:00:00","2017-03-03 15:00:00",3
"restaurant_ 71","2017-03-03 18:00:00","2017-03-03 15:00:00",2
"restaurant_ 71","2017-03-03 18:00:00","2017-03-03 18:00:00",3
"restaurant_ 71","2017-03-03 18:00:00","2017-03-03 15:00:00",2
"restaurant_ 466","2017-03-03 18:00:00","2017-02-28 18:00:00",6
"restaurant_ 466","2017-03-03 18:00:00","2017-02-16 18:00:00",3
"restaurant_ 130","2017-03-03 18:00:00","2017-01-18 13:00:00",4
"restaurant_ 504","2017-03-03 18:00:00","2017-03-02 07:00:00",5
"restaurant_ 543","2017-03-03 18:00:00","2017-02-23 20:00:00",4
"restaurant_ 433","2017-03-03 18:00:00","2017-03-02 21:00:00",2
"restaurant_ 433","2017-03-03 18:00:00","2017-03-01 18:00:00",4
"restaurant_ 541","2017-03-03 18:00:00","2017-02-28 23:00:00",2
"restaurant_ 541","2017-03-03 18:00:00","2017-02-24 22:00:00",6
"restaurant_ 541","2017-03-03 18:00:00","2017-03-01 19:00:00",2
"restaurant_ 823","2017-03-03 18:00:00","2017-02-27 18:00:00",15
"restaurant_ 729","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 34","2017-03-03 18:00:00","2017-02-21 18:00:00",3
"restaurant_ 41","2017-03-03 18:00:00","2017-02-08 20:00:00",3
"restaurant_ 102","2017-03-03 18:00:00","2017-02-20 18:00:00",2
"restaurant_ 102","2017-03-03 18:00:00","2017-02-04 13:00:00",10
"restaurant_ 798","2017-03-03 18:00:00","2017-03-03 17:00:00",2
"restaurant_ 798","2017-03-03 18:00:00","2017-02-27 17:00:00",2
"restaurant_ 11","2017-03-03 19:00:00","2017-02-28 23:00:00",1
"restaurant_ 458","2017-03-03 19:00:00","2017-03-02 19:00:00",2
"restaurant_ 458","2017-03-03 19:00:00","2017-02-09 08:00:00",10
"restaurant_ 458","2017-03-03 19:00:00","2017-02-24 20:00:00",3
"restaurant_ 458","2017-03-03 19:00:00","2017-02-28 13:00:00",15
"restaurant_ 458","2017-03-03 19:00:00","2017-02-15 10:00:00",10
"restaurant_ 458","2017-03-03 19:00:00","2017-03-01 22:00:00",2
"restaurant_ 458","2017-03-03 19:00:00","2017-02-20 20:00:00",2
"restaurant_ 458","2017-03-03 19:00:00","2017-02-03 17:00:00",7
"restaurant_ 489","2017-03-03 19:00:00","2017-03-03 19:00:00",2
"restaurant_ 489","2017-03-03 19:00:00","2017-03-03 18:00:00",4
"restaurant_ 489","2017-03-03 19:00:00","2017-03-02 22:00:00",5
"restaurant_ 539","2017-03-03 19:00:00","2017-03-03 17:00:00",3
"restaurant_ 816","2017-03-03 19:00:00","2017-02-26 15:00:00",3
"restaurant_ 743","2017-03-03 19:00:00","2017-02-28 16:00:00",6
"restaurant_ 743","2017-03-03 19:00:00","2017-02-28 16:00:00",4
"restaurant_ 1","2017-03-03 19:00:00","2017-03-02 12:00:00",4
"restaurant_ 453","2017-03-03 19:00:00","2017-03-01 19:00:00",5
"restaurant_ 453","2017-03-03 19:00:00","2017-02-27 21:00:00",8
"restaurant_ 453","2017-03-03 19:00:00","2017-02-13 22:00:00",2
"restaurant_ 437","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 437","2017-03-03 19:00:00","2017-02-26 20:00:00",3
"restaurant_ 733","2017-03-03 19:00:00","2017-03-01 17:00:00",2
"restaurant_ 733","2017-03-03 19:00:00","2017-02-27 22:00:00",3
"restaurant_ 735","2017-03-03 19:00:00","2017-03-01 17:00:00",2
"restaurant_ 735","2017-03-03 19:00:00","2017-02-22 18:00:00",4
"restaurant_ 803","2017-03-03 19:00:00","2017-02-24 17:00:00",2
"restaurant_ 803","2017-03-03 19:00:00","2017-03-03 12:00:00",5
"restaurant_ 17","2017-03-03 19:00:00","2017-03-03 19:00:00",2
"restaurant_ 17","2017-03-03 19:00:00","2017-03-01 18:00:00",2
"restaurant_ 10","2017-03-03 19:00:00","2017-03-02 23:00:00",5
"restaurant_ 10","2017-03-03 19:00:00","2017-03-02 23:00:00",3
"restaurant_ 10","2017-03-03 19:00:00","2017-03-02 23:00:00",8
"restaurant_ 809","2017-03-03 19:00:00","2017-03-02 22:00:00",6
"restaurant_ 809","2017-03-03 19:00:00","2017-03-03 18:00:00",2
"restaurant_ 809","2017-03-03 19:00:00","2017-02-27 14:00:00",3
"restaurant_ 809","2017-03-03 19:00:00","2017-02-17 08:00:00",3
"restaurant_ 497","2017-03-03 19:00:00","2017-03-02 17:00:00",2
"restaurant_ 560","2017-03-03 19:00:00","2017-02-28 20:00:00",6
"restaurant_ 560","2017-03-03 19:00:00","2017-03-02 20:00:00",3
"restaurant_ 205","2017-03-03 19:00:00","2017-03-02 19:00:00",2
"restaurant_ 205","2017-03-03 19:00:00","2017-03-02 19:00:00",2
"restaurant_ 205","2017-03-03 19:00:00","2017-02-28 13:00:00",8
"restaurant_ 198","2017-03-03 19:00:00","2017-03-02 22:00:00",4
"restaurant_ 198","2017-03-03 19:00:00","2017-02-28 18:00:00",3
"restaurant_ 522","2017-03-03 19:00:00","2017-02-28 14:00:00",4
"restaurant_ 522","2017-03-03 19:00:00","2017-02-25 12:00:00",3
"restaurant_ 522","2017-03-03 19:00:00","2017-01-24 19:00:00",20
"restaurant_ 522","2017-03-03 19:00:00","2017-02-23 21:00:00",3
"restaurant_ 623","2017-03-03 19:00:00","2017-03-03 15:00:00",2
"restaurant_ 623","2017-03-03 19:00:00","2017-02-20 20:00:00",5
"restaurant_ 92","2017-03-03 19:00:00","2017-03-03 19:00:00",2
"restaurant_ 92","2017-03-03 19:00:00","2017-03-03 13:00:00",2
"restaurant_ 92","2017-03-03 19:00:00","2017-02-22 21:00:00",2
"restaurant_ 83","2017-03-03 19:00:00","2017-03-02 17:00:00",4
"restaurant_ 83","2017-03-03 19:00:00","2017-03-01 19:00:00",3
"restaurant_ 214","2017-03-03 19:00:00","2017-03-03 17:00:00",3
"restaurant_ 214","2017-03-03 19:00:00","2017-03-03 14:00:00",3
"restaurant_ 150","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 158","2017-03-03 19:00:00","2017-03-03 18:00:00",2
"restaurant_ 158","2017-03-03 19:00:00","2017-03-02 19:00:00",2
"restaurant_ 66","2017-03-03 19:00:00","2017-03-02 18:00:00",2
"restaurant_ 66","2017-03-03 19:00:00","2017-02-24 18:00:00",2
"restaurant_ 429","2017-03-03 19:00:00","2017-02-17 19:00:00",19
"restaurant_ 561","2017-03-03 19:00:00","2017-03-01 17:00:00",4
"restaurant_ 561","2017-03-03 19:00:00","2017-02-28 22:00:00",2
"restaurant_ 561","2017-03-03 19:00:00","2017-02-21 14:00:00",4
"restaurant_ 625","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 67","2017-03-03 19:00:00","2017-03-01 21:00:00",3
"restaurant_ 67","2017-03-03 19:00:00","2017-03-02 15:00:00",2
"restaurant_ 55","2017-03-03 19:00:00","2017-03-03 18:00:00",2
"restaurant_ 138","2017-03-03 19:00:00","2017-02-26 23:00:00",3
"restaurant_ 138","2017-03-03 19:00:00","2017-02-28 22:00:00",2
"restaurant_ 138","2017-03-03 19:00:00","2017-03-03 12:00:00",3
"restaurant_ 287","2017-03-03 19:00:00","2017-03-02 20:00:00",4
"restaurant_ 488","2017-03-03 19:00:00","2017-03-03 16:00:00",4
"restaurant_ 488","2017-03-03 19:00:00","2017-02-28 23:00:00",2
"restaurant_ 683","2017-03-03 19:00:00","2017-03-03 18:00:00",2
"restaurant_ 2","2017-03-03 19:00:00","2017-03-01 15:00:00",2
"restaurant_ 223","2017-03-03 19:00:00","2017-03-03 17:00:00",7
"restaurant_ 223","2017-03-03 19:00:00","2017-02-28 23:00:00",2
"restaurant_ 223","2017-03-03 19:00:00","2017-02-26 22:00:00",2
"restaurant_ 737","2017-03-03 19:00:00","2017-03-02 18:00:00",4
"restaurant_ 737","2017-03-03 19:00:00","2017-03-02 18:00:00",5
"restaurant_ 318","2017-03-03 19:00:00","2017-02-26 16:00:00",3
"restaurant_ 40","2017-03-03 19:00:00","2017-02-26 21:00:00",9
"restaurant_ 483","2017-03-03 19:00:00","2017-03-01 17:00:00",13
"restaurant_ 725","2017-03-03 19:00:00","2017-03-03 19:00:00",2
"restaurant_ 460","2017-03-03 19:00:00","2017-02-28 23:00:00",2
"restaurant_ 460","2017-03-03 19:00:00","2017-02-28 23:00:00",13
"restaurant_ 460","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 460","2017-03-03 19:00:00","2017-03-02 23:00:00",2
"restaurant_ 50","2017-03-03 19:00:00","2017-03-03 12:00:00",2
"restaurant_ 50","2017-03-03 19:00:00","2017-03-03 15:00:00",2
"restaurant_ 50","2017-03-03 19:00:00","2017-03-03 14:00:00",2
"restaurant_ 50","2017-03-03 19:00:00","2017-03-02 19:00:00",5
"restaurant_ 584","2017-03-03 19:00:00","2017-02-13 21:00:00",3
"restaurant_ 584","2017-03-03 19:00:00","2017-03-03 15:00:00",2
"restaurant_ 563","2017-03-03 19:00:00","2017-02-24 21:00:00",3
"restaurant_ 563","2017-03-03 19:00:00","2017-02-24 14:00:00",2
"restaurant_ 563","2017-03-03 19:00:00","2017-02-22 18:00:00",3
"restaurant_ 563","2017-03-03 19:00:00","2017-02-22 20:00:00",3
"restaurant_ 563","2017-03-03 19:00:00","2017-03-02 19:00:00",5
"restaurant_ 65","2017-03-03 19:00:00","2017-02-26 15:00:00",2
"restaurant_ 471","2017-03-03 19:00:00","2017-03-03 18:00:00",2
"restaurant_ 46","2017-03-03 19:00:00","2017-03-03 12:00:00",2
"restaurant_ 46","2017-03-03 19:00:00","2017-03-03 12:00:00",2
"restaurant_ 524","2017-03-03 19:00:00","2017-02-22 22:00:00",3
"restaurant_ 524","2017-03-03 19:00:00","2017-03-02 08:00:00",4
"restaurant_ 327","2017-03-03 19:00:00","2017-03-02 20:00:00",4
"restaurant_ 592","2017-03-03 19:00:00","2017-03-03 19:00:00",3
"restaurant_ 592","2017-03-03 19:00:00","2017-03-03 18:00:00",5
"restaurant_ 428","2017-03-03 19:00:00","2017-03-03 18:00:00",2
"restaurant_ 710","2017-03-03 19:00:00","2017-03-01 18:00:00",4
"restaurant_ 450","2017-03-03 19:00:00","2017-02-27 18:00:00",4
"restaurant_ 492","2017-03-03 19:00:00","2017-02-26 00:00:00",7
"restaurant_ 492","2017-03-03 19:00:00","2017-03-03 17:00:00",6
"restaurant_ 818","2017-03-03 19:00:00","2017-03-02 15:00:00",2
"restaurant_ 818","2017-03-03 19:00:00","2017-03-03 19:00:00",2
"restaurant_ 101","2017-03-03 19:00:00","2017-03-03 16:00:00",3
"restaurant_ 101","2017-03-03 19:00:00","2017-03-03 16:00:00",4
"restaurant_ 134","2017-03-03 19:00:00","2017-02-26 20:00:00",3
"restaurant_ 134","2017-03-03 19:00:00","2017-03-02 17:00:00",4
"restaurant_ 212","2017-03-03 19:00:00","2017-02-25 22:00:00",2
"restaurant_ 616","2017-03-03 19:00:00","2017-03-01 12:00:00",2
"restaurant_ 616","2017-03-03 19:00:00","2017-03-01 17:00:00",5
"restaurant_ 87","2017-03-03 19:00:00","2017-03-02 17:00:00",3
"restaurant_ 87","2017-03-03 19:00:00","2017-03-02 17:00:00",3
"restaurant_ 714","2017-03-03 19:00:00","2017-01-17 18:00:00",9
"restaurant_ 714","2017-03-03 19:00:00","2017-02-27 22:00:00",2
"restaurant_ 507","2017-03-03 19:00:00","2017-03-02 16:00:00",7
"restaurant_ 51","2017-03-03 19:00:00","2017-03-02 21:00:00",2
"restaurant_ 51","2017-03-03 19:00:00","2017-03-02 21:00:00",2
"restaurant_ 51","2017-03-03 19:00:00","2017-03-02 21:00:00",2
"restaurant_ 51","2017-03-03 19:00:00","2017-03-01 19:00:00",2
"restaurant_ 225","2017-03-03 19:00:00","2017-02-10 21:00:00",2
"restaurant_ 71","2017-03-03 19:00:00","2017-03-03 15:00:00",4
"restaurant_ 165","2017-03-03 19:00:00","2017-03-02 17:00:00",2
"restaurant_ 165","2017-03-03 19:00:00","2017-03-02 20:00:00",2
"restaurant_ 500","2017-03-03 19:00:00","2017-03-03 13:00:00",2
"restaurant_ 500","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 500","2017-03-03 19:00:00","2017-02-28 18:00:00",7
"restaurant_ 740","2017-03-03 19:00:00","2017-03-03 13:00:00",3
"restaurant_ 740","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 740","2017-03-03 19:00:00","2017-03-03 13:00:00",2
"restaurant_ 130","2017-03-03 19:00:00","2017-02-27 22:00:00",3
"restaurant_ 130","2017-03-03 19:00:00","2017-02-27 13:00:00",2
"restaurant_ 433","2017-03-03 19:00:00","2017-03-02 23:00:00",2
"restaurant_ 823","2017-03-03 19:00:00","2017-03-03 19:00:00",2
"restaurant_ 215","2017-03-03 19:00:00","2017-02-25 17:00:00",7
"restaurant_ 729","2017-03-03 19:00:00","2017-02-28 11:00:00",3
"restaurant_ 41","2017-03-03 19:00:00","2017-02-15 11:00:00",5
"restaurant_ 102","2017-03-03 19:00:00","2017-02-22 15:00:00",4
"restaurant_ 798","2017-03-03 19:00:00","2017-03-03 17:00:00",2
"restaurant_ 489","2017-03-03 20:00:00","2017-03-02 17:00:00",4
"restaurant_ 816","2017-03-03 20:00:00","2017-03-03 20:00:00",1
"restaurant_ 816","2017-03-03 20:00:00","2017-02-22 14:00:00",2
"restaurant_ 816","2017-03-03 20:00:00","2017-02-26 15:00:00",2
"restaurant_ 816","2017-03-03 20:00:00","2017-03-02 22:00:00",5
"restaurant_ 816","2017-03-03 20:00:00","2017-03-03 13:00:00",3
"restaurant_ 816","2017-03-03 20:00:00","2017-03-02 15:00:00",3
"restaurant_ 453","2017-03-03 20:00:00","2017-01-30 18:00:00",2
"restaurant_ 810","2017-03-03 20:00:00","2017-03-01 18:00:00",3
"restaurant_ 810","2017-03-03 20:00:00","2017-03-03 15:00:00",2
"restaurant_ 437","2017-03-03 20:00:00","2017-02-24 18:00:00",7
"restaurant_ 437","2017-03-03 20:00:00","2017-02-27 18:00:00",6
"restaurant_ 619","2017-03-03 20:00:00","2017-03-02 22:00:00",3
"restaurant_ 658","2017-03-03 20:00:00","2017-02-01 17:00:00",4
"restaurant_ 222","2017-03-03 20:00:00","2017-03-02 18:00:00",3
"restaurant_ 10","2017-03-03 20:00:00","2017-03-02 23:00:00",2
"restaurant_ 69","2017-03-03 20:00:00","2017-02-26 22:00:00",6
"restaurant_ 229","2017-03-03 20:00:00","2017-03-03 19:00:00",2
"restaurant_ 536","2017-03-03 20:00:00","2017-03-02 17:00:00",2
"restaurant_ 536","2017-03-03 20:00:00","2017-03-02 20:00:00",2
"restaurant_ 536","2017-03-03 20:00:00","2017-03-02 20:00:00",3
"restaurant_ 31","2017-03-03 20:00:00","2017-03-03 16:00:00",2
"restaurant_ 31","2017-03-03 20:00:00","2017-03-03 16:00:00",8
"restaurant_ 31","2017-03-03 20:00:00","2017-03-03 16:00:00",6
"restaurant_ 603","2017-03-03 20:00:00","2017-02-27 19:00:00",2
"restaurant_ 603","2017-03-03 20:00:00","2017-02-28 13:00:00",2
"restaurant_ 603","2017-03-03 20:00:00","2017-03-02 16:00:00",2
"restaurant_ 216","2017-03-03 20:00:00","2017-03-02 20:00:00",12
"restaurant_ 623","2017-03-03 20:00:00","2017-02-18 15:00:00",8
"restaurant_ 150","2017-03-03 20:00:00","2017-03-01 18:00:00",2
